id,Opened,Closed,Status,ResponsibleAgency,Address,Category,RequestType,Request Details,Source,Supervisor District,Neighborhood,Updated,Point,x,y
2505260,6/18/13,6/19/13,Closed,DPW Ops Queue,"421 TURK ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/18/09 21:16,"[37.782486176348, -122.416032266867]",-122.4160323,37.78248618
2505252,6/18/13,6/20/13,Closed,DPW Ops Queue,"129 HYDE ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/19/09 19:17,"[37.781923423276, -122.415629844261]",-122.4156298,37.78192342
2505245,6/18/13,6/20/13,Closed,DPW Ops Queue,Intersection of ELLIS ST and HYDE ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/19/09 19:19,"[37.7844488799773, -122.416071804149]",-122.4160718,37.78444888
2505231,6/18/13,6/20/13,Closed,DPW Ops Queue,Intersection of TAYLOR ST and TURK ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/19/09 19:18,"[37.7832142923006, -122.410764953722]",-122.410765,37.78321429
2504789,6/18/13,6/20/13,Closed,DPW Ops Queue,Intersection of 8TH ST and BRANNAN ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,6/19/09 19:19,"[37.7712964638277, -122.40542472737]",-122.4054247,37.77129646
2504441,6/18/13,6/20/13,Closed,DPW Ops Queue,Intersection of JONES ST and MCALLISTER ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/19/09 12:21,"[37.7811361681091, -122.412024228511]",-122.4120242,37.78113617
2503984,6/18/13,6/19/13,Closed,DPW Ops Queue,Intersection of EDDY ST and LARKIN ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/18/09 10:04,"[37.783310773957, -122.41752862123]",-122.4175286,37.78331077
2503974,6/18/13,6/19/13,Closed,DPW Ops Queue," 225 ELLIS ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/18/09 10:05,"[37.785174460647, -122.409913931805]",-122.4099139,37.78517446
2503964,6/18/13,6/19/13,Closed,DPW Ops Queue,"670 LARKIN ST, SAN FRANCISCO, CA, 94109",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/18/09 10:04,"[37.783979015781, -122.417587339347]",-122.4175873,37.78397902
2503957,6/18/13,6/20/13,Closed,DPW Ops Queue,"60 LEAVENWORTH ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/19/09 12:21,"[37.781116728424, -122.413644645103]",-122.4136446,37.78111673
2503953,6/18/13,6/19/13,Closed,DPW Ops Queue,"255 HYDE ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/18/09 10:05,"[37.783086228193, -122.415865582701]",-122.4158656,37.78308623
2503946,6/18/13,6/19/13,Closed,DPW Ops Queue,"300 HYDE ST, SAN FRANCISCO, CA, 94109",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/18/09 11:18,"[37.783552347698, -122.415819888027]",-122.4158199,37.78355235
2503937,6/18/13,6/19/13,Closed,DPW Ops Queue,Intersection of 8TH ST and MARKET ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,6/18/09 10:04,"[37.7787192939328, -122.414741067879]",-122.4147411,37.77871929
2503924,6/18/13,6/19/13,Closed,DPW Ops Queue,Intersection of EDDY ST and TAYLOR ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/18/09 10:05,"[37.7841410971463, -122.410951471563]",-122.4109515,37.7841411
2503919,6/18/13,6/19/13,Closed,DPW Ops Queue,Intersection of EDDY ST and LEAVENWORTH ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/18/09 10:06,"[37.7837237595403, -122.414241564993]",-122.4142416,37.78372376
2503909,6/18/13,6/19/13,Closed,DPW Ops Queue,Intersection of GOLDEN GATE AVE and TAYLOR ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/18/09 10:04,"[37.7822305956242, -122.41029213588]",-122.4102921,37.7822306
2503891,6/18/13,6/20/13,Closed,DPW Ops Queue,Intersection of 6TH ST and BRANNAN ST,Street and Sidewalk Cleaning,Street_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,6/19/09 12:20,"[37.7748086966786, -122.400981715418]",-122.4009817,37.7748087
2503697,6/18/13,6/27/13,Closed,DPW Ops Queue,"1385 CLAY ST, SAN FRANCISCO, CA, 94109",Street and Sidewalk Cleaning,Street_Cleaning,Human_waste_or_urine,Voice In,3,Nob Hill,6/26/09 15:21,"[37.792993788505, -122.415832123044]",-122.4158321,37.79299379
2503530,6/18/13,6/20/13,Closed,DPW Ops Queue,"423 TEHAMA ST, SAN FRANCISCO, CA, 94103",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,6/19/09 12:20,"[37.780613047355, -122.404890962992]",-122.404891,37.78061305
2502180,6/17/13,6/19/13,Closed,DPW Ops Queue,"19 RICHLAND AVE, SAN FRANCISCO, CA, 94110",Street and Sidewalk Cleaning,Illegal_Dumping,Human_waste_or_urine,Twitter,8,Bernal Heights,6/18/09 15:24,"[37.736307914657, -122.426494176232]",-122.4264942,37.73630791
2502086,6/17/13,6/20/13,Closed,DPW Ops Queue,"16 WASHBURN ST, SAN FRANCISCO, CA, 94103",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,6/19/09 12:21,"[37.775645520537, -122.414919457583]",-122.4149195,37.77564552
2501462,6/17/13,6/20/13,Closed,DPW Ops Queue,"1653 HAIGHT ST, SAN FRANCISCO, CA, 94117",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,5,Haight Ashbury,6/19/09 11:17,"[37.769599204334, -122.449700198427]",-122.4497002,37.7695992
2501461,6/17/13,6/20/13,Closed,DPW Ops Queue,"1665 HAIGHT ST, SAN FRANCISCO, CA, 94117",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,5,Haight Ashbury,6/19/09 11:18,"[37.769561814523, -122.449993385606]",-122.4499934,37.76956181
2501257,6/17/13,6/20/13,Closed,DPW Ops Queue,Intersection of OFARRELL ST and SHANNON ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/19/09 18:19,"[37.7858929127475, -122.412147392916]",-122.4121474,37.78589291
2501248,6/17/13,6/20/13,Closed,DPW Ops Queue,Intersection of CONTINUUM WAY and GOLDEN GATE AVE,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/19/09 18:20,"[37.7817591427414, -122.414683078848]",-122.4146831,37.78175914
2501236,6/17/13,6/20/13,Closed,DPW Ops Queue,"249 EDDY ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/19/09 18:18,"[37.783984544089, -122.411746764655]",-122.4117468,37.78398454
2501232,6/17/13,6/25/13,Closed,DPW Ops Queue,Intersection of EDDY ST and JONES ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/24/09 20:20,"[37.7839325967532, -122.41259531556]",-122.4125953,37.7839326
2501224,6/17/13,6/20/13,Closed,DPW Ops Queue,"39 MASON ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/19/09 18:19,"[37.783672949399, -122.409242840109]",-122.4092428,37.78367295
2501214,6/17/13,6/20/13,Closed,DPW Ops Queue,"976 MARKET ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/19/09 18:20,"[37.782785549425, -122.409761710354]",-122.4097617,37.78278555
2501205,6/17/13,6/20/13,Closed,DPW Ops Queue,"25 TAYLOR ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/19/09 18:20,"[37.782285732569, -122.410584519903]",-122.4105845,37.78228573
2501108,6/17/13,6/19/13,Closed,DPW Ops Queue,"200 CAPP ST, SAN FRANCISCO, CA, 94110",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,9,Mission,6/18/09 15:27,"[37.763426333096, -122.418510722354]",-122.4185107,37.76342633
2500140,6/17/13,6/19/13,Closed,DPW Ops Queue,Intersection of CLAUDE LN and SUTTER ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,3,Financial District,6/18/09 14:18,"[37.7897827329349, -122.404208202792]",-122.4042082,37.78978273
2499979,6/17/13,6/19/13,Closed,DPW Ops Queue,Intersection of FRANKLIN ST and MYRTLE ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,5,Western Addition,6/18/09 14:19,"[37.785014282, -122.422934269]",-122.4229343,37.78501428
2499778,6/17/13,6/20/13,Closed,DPW Ops Queue,"1563 MISSION ST, SAN FRANCISCO, CA, 94103",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,6/19/09 12:22,"[37.773307233197, -122.418114755332]",-122.4181148,37.77330723
2499658,6/17/13,6/19/13,Closed,DPW Ops Queue,"423 TEHAMA ST, SAN FRANCISCO, CA, 94103",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,6/18/09 11:18,"[37.780613047355, -122.404890962992]",-122.404891,37.78061305
2499579,6/17/13,6/27/13,Closed,DPW Ops Queue,Intersection of 20TH AVE and WINSTON DR,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,7,Lakeshore,6/26/09 16:04,"[37.7269499708775, -122.476039374283]",-122.4760394,37.72694997
2499553,6/17/13,6/19/13,Closed,DPW Ops Queue,"324 LARKIN ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/18/09 11:19,"[37.780733307168, -122.416930801352]",-122.4169308,37.78073331
2499539,6/17/13,6/18/13,Closed,DPW Ops Queue,"365 EDDY ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/17/09 11:23,"[37.783529733, -122.413554386]",-122.4135544,37.78352973
2499536,6/17/13,6/18/13,Closed,DPW Ops Queue,"2101 GENEVA AVE, SAN FRANCISCO, CA, 94134",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,10,Visitacion Valley,6/17/09 20:04,"[37.708784801, -122.420658173]",-122.4206582,37.7087848
2499531,6/17/13,6/20/13,Closed,DPW Ops Queue,"668 LARKIN ST, SAN FRANCISCO, CA, 94109",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/19/09 12:20,"[37.783961069005, -122.417583885689]",-122.4175839,37.78396107
2499522,6/17/13,6/18/13,Closed,DPW Ops Queue,Intersection of EDDY ST and TAYLOR ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/17/09 10:29,"[37.7841410971463, -122.410951471563]",-122.4109515,37.7841411
2499510,6/17/13,6/18/13,Closed,DPW Ops Queue,"601 EDDY ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/17/09 10:25,"[37.783250350791, -122.417567449777]",-122.4175674,37.78325035
2499495,6/17/13,6/19/13,Closed,DPW Ops Queue,"510 LARKIN ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/18/09 11:18,"[37.782505045812, -122.417294474167]",-122.4172945,37.78250505
2499489,6/17/13,6/18/13,Closed,DPW Ops Queue,"425 HYDE ST, SAN FRANCISCO, CA, 94109",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/17/09 10:32,"[37.784681345033, -122.416188974717]",-122.416189,37.78468135
2499476,6/17/13,6/19/13,Closed,DPW Ops Queue,"168 HYDE ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/18/09 11:19,"[37.782297987088, -122.415565587868]",-122.4155656,37.78229799
2499468,6/17/13,6/18/13,Closed,DPW Ops Queue,"223 LEAVENWORTH ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/17/09 11:22,"[37.783009722549, -122.41416736437]",-122.4141674,37.78300972
2499225,6/17/13,6/20/13,Closed,DPW Ops Queue,"68 RINGOLD ST, SAN FRANCISCO, CA, 94103",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,6/19/09 18:19,"[37.773798255, -122.410675331]",-122.4106753,37.77379826
2499141,6/17/13,6/19/13,Closed,DPW Ops Queue,Intersection of MARKET ST and SOUTH VAN NESS AVE,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/18/09 14:18,"[37.7751471409965, -122.419255494655]",-122.4192555,37.77514714
2498984,6/17/13,6/20/13,Closed,DPW Ops Queue,Intersection of 15TH AVE and CLEMENT ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,1,Inner Richmond,6/19/09 11:18,"[37.7825090579583, -122.474110610077]",-122.4741106,37.78250906
2498705,6/17/13,6/20/13,Closed,DPW Ops Queue,Intersection of 9TH ST and RINGOLD ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,6/19/09 12:21,"[37.7733325393634, -122.411071354893]",-122.4110714,37.77333254
2498682,6/17/13,6/18/13,Closed,DPW Ops Queue,"1136 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,9,Mission,6/17/09 23:17,"[37.754917161, -122.416860123]",-122.4168601,37.75491716
2498558,6/17/13,6/20/13,Closed,DPW Ops Queue,"65 NORFOLK ST, SAN FRANCISCO, CA, 94103",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,6/19/09 12:20,"[37.770795040168, -122.413342887113]",-122.4133429,37.77079504
2497593,6/16/13,6/22/13,Closed,DPW Ops Queue,"243 SCOTT ST, SAN FRANCISCO, CA, 94117",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,5,Western Addition,6/21/09 4:03,"[37.772084504, -122.435792877]",-122.4357929,37.7720845
2497127,6/16/13,6/19/13,Closed,DPW Ops Queue,"300 HYDE ST, SAN FRANCISCO, CA, 94109",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/18/09 11:19,"[37.783552347698, -122.415819888027]",-122.4158199,37.78355235
2497120,6/16/13,6/20/13,Closed,DPW Ops Queue,Intersection of EDDY ST and LEAVENWORTH ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/19/09 18:20,"[37.7837237595403, -122.414241564993]",-122.4142416,37.78372376
2497114,6/16/13,6/20/13,Closed,DPW Ops Queue," 424 ELLIS ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/19/09 18:18,"[37.784857715973, -122.413220048993]",-122.41322,37.78485772
2497108,6/16/13,6/20/13,Closed,DPW Ops Queue,"631 O'FARRELL ST, SAN FRANCISCO, CA, 94109",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/19/09 18:19,"[37.785240365, -122.415119641]",-122.4151196,37.78524037
2497103,6/16/13,6/20/13,Closed,DPW Ops Queue,Intersection of ELLIS ST and LEAVENWORTH ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/19/09 18:20,"[37.7846571205337, -122.414430027214]",-122.41443,37.78465712
2496994,6/16/13,6/27/13,Closed,DPW Ops Queue,"3462 17TH ST, SAN FRANCISCO, CA, 94110",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,8,Mission,6/26/09 16:05,"[37.763271698739, -122.423150451345]",-122.4231505,37.7632717
2496343,6/16/13,6/18/13,Closed,DPW Ops Queue,Intersection of GOLDEN GATE AVE and LEAVENWORTH ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/17/09 12:21,"[37.7818633401966, -122.413865509418]",-122.4138655,37.78186334
2496332,6/16/13,6/18/13,Closed,DPW Ops Queue,"455 EDDY ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/17/09 11:21,"[37.783555479026, -122.415129836161]",-122.4151298,37.78355548
2496326,6/16/13,6/18/13,Closed,DPW Ops Queue,"441 ELLIS ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/17/09 11:21,"[37.784717031767, -122.413451173176]",-122.4134512,37.78471703
2496322,6/16/13,6/18/13,Closed,DPW Ops Queue,"201 TURK ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/17/09 11:23,"[37.78264913, -122.41294159]",-122.4129416,37.78264913
2496315,6/16/13,6/18/13,Closed,DPW Ops Queue,"118 JONES ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/17/09 11:20,"[37.782270553194, -122.412191138001]",-122.4121911,37.78227055
2496262,6/16/13,6/18/13,Closed,DPW Ops Queue,"94 VIRGIL ST, SAN FRANCISCO, CA, 94110",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,9,Mission,6/17/09 21:02,"[37.749286906, -122.415535183]",-122.4155352,37.74928691
2496141,6/16/13,6/16/13,Closed,DPW Ops Queue,Intersection of 25TH ST and LUCKY ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,9,Mission,6/15/09 13:16,"[37.7509362479361, -122.413364630104]",-122.4133646,37.75093625
2496067,6/16/13,6/27/13,Closed,DPW Ops Queue,Intersection of ELWOOD ST and OFARRELL ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,3,Downtown/Civic Center,6/26/09 15:23,"[37.7862470638388, -122.40932906047]",-122.4093291,37.78624706
2495975,6/16/13,6/18/13,Closed,DPW Ops Queue,Intersection of FOLSOM ST and JUNIPER ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,6/17/09 11:20,"[37.772342645, -122.413420168]",-122.4134202,37.77234265
2495855,6/16/13,6/27/13,Closed,DPW Ops Queue,Intersection of CLAYTON ST and WALLER ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,5,Haight Ashbury,6/26/09 16:04,"[37.7688646688509, -122.448389638603]",-122.4483896,37.76886467
2495779,6/16/13,6/18/13,Closed,DPW Ops Queue,"620 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,9,Mission,6/17/09 10:33,"[37.763141589, -122.417644998]",-122.417645,37.76314159
2494704,6/15/13,6/16/13,Closed,DPW Ops Queue,Intersection of BUENA VISTA TER and ROOSEVELT WAY,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,8,Castro/Upper Market,6/15/09 21:03,"[37.7667256536955, -122.438291361206]",-122.4382914,37.76672565
2494678,6/15/13,6/16/13,Closed,DPW Ops Queue,"60 LEAVENWORTH ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/15/09 21:03,"[37.781116728424, -122.413644645103]",-122.4136446,37.78111673
2494675,6/15/13,6/16/13,Closed,DPW Ops Queue,"78 LEAVENWORTH ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/15/09 21:04,"[37.781461191772, -122.413714253065]",-122.4137143,37.78146119
2494670,6/15/13,6/16/13,Closed,DPW Ops Queue,"133 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/15/09 21:03,"[37.781948158935, -122.412763980027]",-122.412764,37.78194816
2494664,6/15/13,6/16/13,Closed,DPW Ops Queue,Intersection of GOLDEN GATE AVE and JONES ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/15/09 21:03,"[37.7820729735132, -122.412220705195]",-122.4122207,37.78207297
2494383,6/15/13,6/16/13,Closed,DPW Ops Queue,Intersection of SACRAMENTO ST and VAN NESS AVE,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,3,Nob Hill,6/15/09 21:04,"[37.7912890099034, -122.422514890645]",-122.4225149,37.79128901
2494075,6/15/13,6/19/13,Closed,DPW Ops Queue,Intersection of LEAVENWORTH ST and MCALLISTER ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/18/09 11:20,"[37.780926968726, -122.413676291653]",-122.4136763,37.78092697
2494069,6/15/13,6/16/13,Closed,DPW Ops Queue,"54 MCALLISTER ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/15/09 21:02,"[37.781052279087, -122.413125237524]",-122.4131252,37.78105228
2494063,6/15/13,6/16/13,Closed,DPW Ops Queue,"1 JONES ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/15/09 21:03,"[37.781155226133, -122.412098238823]",-122.4120982,37.78115523
2494053,6/15/13,6/16/13,Closed,DPW Ops Queue,"116 TURK ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/15/09 21:04,"[37.783229957726, -122.411077978087]",-122.411078,37.78322996
2493854,6/15/13,6/20/13,Closed,DPW Ops Queue,Intersection of FOLSOM ST and JUNIPER ST,Street and Sidewalk Cleaning,Street_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,6/19/09 12:22,"[37.772342645, -122.413420168]",-122.4134202,37.77234265
2493714,6/15/13,6/16/13,Closed,DPW Ops Queue,Intersection of 16TH ST and DOLORES ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,8,Castro/Upper Market,6/15/09 21:03,"[37.7646456161497, -122.426381726559]",-122.4263817,37.76464562
2493531,6/15/13,6/27/13,Closed,DPW Ops Queue,Intersection of COLUMBUS AVE and STOCKTON ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,3,North Beach,6/26/09 15:23,"[37.7994897502453, -122.409014281691]",-122.4090143,37.79948975
2493356,6/15/13,6/19/13,Closed,DPW Ops Queue,Intersection of CLAY ST and LEAVENWORTH ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,3,Nob Hill,6/18/09 15:27,"[37.7930136135528, -122.416113156483]",-122.4161132,37.79301361
2491686,6/14/13,6/15/13,Closed,DPW Ops Queue,Intersection of BELCHER ST and DUBOCE AVE,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,8,Western Addition,6/14/09 21:04,"[37.7693922443161, -122.430247277707]",-122.4302473,37.76939224
2490771,6/14/13,6/15/13,Closed,DPW Ops Queue,"340 EDDY ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/14/09 21:04,"[37.783895368844, -122.413327146913]",-122.4133271,37.78389537
2490768,6/14/13,6/15/13,Closed,DPW Ops Queue,"177 EDDY ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/14/09 21:03,"[37.7841369554, -122.410544840663]",-122.4105448,37.78413696
2490762,6/14/13,6/15/13,Closed,DPW Ops Queue," 242 TURK ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/14/09 21:04,"[37.782967555836, -122.413133498805]",-122.4131335,37.78296756
2490757,6/14/13,6/15/13,Closed,DPW Ops Queue,Intersection of TAYLOR ST and TURK ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,6/14/09 21:03,"[37.7832142923006, -122.410764953722]",-122.410765,37.78321429
2490057,6/14/13,6/15/13,Closed,DPW Ops Queue,Intersection of BACON ST and SAN BRUNO AVE,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,9,Excelsior,6/14/09 6:22,"[37.7276341245525, -122.403592873611]",-122.4035929,37.72763412
2489806,6/14/13,6/15/13,Closed,DPW Ops Queue,"225 CAPP ST, SAN FRANCISCO, CA, 94110",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,9,Mission,6/14/09 6:22,"[37.763096790602, -122.418316346096]",-122.4183163,37.76309679
